description	timestamp	longitude	latitude	reportId	class	zip	city	state
Report 19804: Hunter reports unusual roars In South San Juan Mountains | Class B | Conejos County 	2005-09-20T12:00:00Z	-106.3325	37.3199	19804	B	08021	Conejos	CO
Report 20028: Hunter recalls unusual and persistent vocalizations at Carson Lake on the Grand Mesa | Class B | Mesa County 	1987-10-15T12:00:00Z	-108.1098	38.9969	20028	B	08077	Mesa	CO
Report 23065: Bowhunters report unusual encounters in the South San Juan Mountains | Class B | Conejos County 	2001-09-15T12:00:00Z	-106.541	37.2362	23065	B	08021	Conejos	CO
Report 23305: Hunter hears loud vocalization and is nearly trampled by a spooked Elk north of Burns | Class B | Routt County 	2005-11-07T12:00:00Z	-106.6735	39.879	23305	B	08037	Eagle	CO
Report 24068: Possible vocalization frightens fisherman from campsite along Conejos River | Class B | Conejos County 	2008-06-21T12:00:00Z	-106.4745	37.26505	24068	B	08021	Conejos	CO
Report 24194: Hiker describes possible near encounter on the Colorado Trail near Mt. Massive | Class B | Lake County 	2001-09-04T12:00:00Z	-106.4213	39.15735	24194	B	08065	Lake	CO
Report 25511: Couple finds large human-shaped footprints while elk hunting near Bear Creek | Class B | La Plata County 	2008-10-12T12:00:00Z	-107.501	37.33815	25511	B	08067	La Plata	CO
Report 25552: Multiple Tracks Found at Florissant Fossil Beds National Monument | Class B | Teller County 	1997-09-20T12:00:00Z	-105.275	38.91	25552	B	08119	Teller	CO
Report 32905: Hiker has a possible daytime sighting near Crater Lake | Class B | San Juan County 	2008-06-30T12:00:00Z	-107.7015	37.70338	32905	B	08111	San Juan	CO
Report 34078: Father and son witness fast-moving biped crossing road east of Fort Garland | Class B | Costilla County 	2011-10-14T12:00:00Z	-105.2869	37.56055	34078	B	08023	Costilla	CO
Report 41935: Couple observe a large dark figure as it watches fishermen at Skaguay Reservoir near Victor | Class B | Teller County 	2013-08-05T12:00:00Z	-105.047	38.68775	41935	B	08119	Teller	CO
Report 44401: YMCA camp guest has a possible nighttime sighting and hears strange vocalizations in Estes Park | Class B | Larimer County 	2014-02-09T12:00:00Z	-105.5728	40.33838	44401	B	08069	Larimer	CO
Report 13585: Possible activity near Salmon River State Forest | Class B | Middlesex County 	2006-01-17T12:00:00Z	-72.46315	41.51105	13585	B	09007	Middlesex	CT
Report 18333: Possible vocalizations near Bakersville | Class B | Litchfield County 	1987-11-01T12:00:00Z	-73.00099	41.86425	18333	B	09005	Litchfield	CT
Report 28720: Traveler observes a tall biped in a cornfield north of Bethany Beach | Class B | Sussex County 	2010-08-16T12:00:00Z	-75.3793	38.88665	28720	B	10005	Sussex	DE
Report 37386: Couple hear possible screams and knocks at their home near Redden State Park | Class B | Sussex County 	2012-11-13T12:00:00Z	-75.36536	38.71	37386	B	10005	Sussex	DE
Report 39121: Recollection of a possible night time road crossing near Angola | Class B | Sussex County 	1999-02-15T12:00:00Z	-75.18375	38.676	39121	B	10005	Sussex	DE
Report 430: Brothers hear howl while trailblazing | Class B | Levy County 	1981-08-15T12:00:00Z	-82.75685	29.10855	430	B	12075	Levy	FL
Report 595: Father and son were out scouting for deer when they spot large eyes 8 foot off the gound, also hear loud scream.  | Class B | Citrus County 	1983-07-16T12:00:00Z	-82.42064999999999	28.76465	595	B	12017	Citrus	FL
Report 598: Vocalizations and Footsteps heard | Class B | Marion County 	2000-10-28T12:00:00Z	-82.03494999999999	29.01175	598	B	12083	Marion	FL
Report 747: 1. loud vocalization sounds woke sleeping couple. 2. family dog found injured | Class B | Volusia County 	1999-10-15T12:00:00Z	-80.93300000000001	28.9935	747	B	12127	Volusia	FL
Report 1079: Foot steps heard in wood line. Weeks later more sounds heard | Class B | Seminole County 	1981-10-15T12:00:00Z	-81.31985	28.662	1079	B	12117	Seminole	FL
Report 1283:  Heard and then chased by creature | Class B | Monroe County 	1992-02-15T12:00:00Z	-81.07384999999999	25.782	1283	B	12087	Monroe	FL
Report 1480: 3am observation in Alexander Springs  (Ocala Nat. Forest) of tall upright animal.  Coolers ransacked | Class B | Lake County 	1996-10-15T12:00:00Z	-81.59005000000001	29.08405	1480	B	12069	Lake	FL
Report 1608: Noise, like wood being banged against tree. Tracks found | Class B | Polk County 	1980-07-15T12:00:00Z	-81.8642	28.021	1608	B	12105	Polk	FL
Report 1719: Possible collision with vehicle outside Homestead | Class B | Dade County 	1972-03-15T12:00:00Z	-80.5158	25.4817	1719	B	12086	Miami-Dade	FL
Report 1831: Foot steps heard while walking on trail at night | Class B | Broward County 	1994-09-15T12:00:00Z	-80.17845	26.28585	1831	B	12011	Broward	FL
Report 2848: Large  humanoid figure seen at night near beach | Class B | Volusia County 	2004-11-07T12:00:00Z	-80.86715	28.98195	2848	B	12127	Volusia	FL
Report 2915: Campers hear unfamiliar vocalizations at night in the Everglades | Class B | Collier County 	2001-03-01T12:00:00Z	-81.3142	25.84875	2915	B	12021	Collier	FL
Report 3918: Hunter has unexplained, late night encounter while in small boat on Saddle Creek | Class B | Polk County 	1985-09-01T12:00:00Z	-81.95285	27.9664	3918	B	12105	Polk	FL
Report 5510: Man finds and casts large footprints after hearing of sighting | Class B | Lake County 	1980-06-30T12:00:00Z	-81.63025	29.12915	5510	B	12069	Lake	FL
Report 5519: Man recalls childhood encounter with sasquatch | Class B | Bay County 	1972-05-15T12:00:00Z	-85.4427	30.32304999999999	5519	B	12005	Bay	FL
Report 6992: Large bipedal creature passes child's window near Ft.Myers | Class B | Lee County 	2004-02-17T12:00:00Z	-81.8768	26.6685	6992	B	12071	Lee	FL
Report 7109: Possible vocalizations heard by hunters and a biologist in Guana River WMA | Class B | St. Johns County 	2006-10-07T12:00:00Z	-81.39806	30.07710000000001	7109	B	12109	St. Johns	FL
Report 7627: Man recalls childhood encounter near Hudson | Class B | Pasco County 	2004-02-15T12:00:00Z	-82.1426	28.41655	7627	B	12101	Pasco	FL
Report 7692: Possible brush nest, tracks, smell, noticed by DeMolay teens visiting rural home Dunellon | Class B | Marion County 	1979-10-01T12:00:00Z	-82.58765	29.1299	7692	B	12075	Levy	FL
Report 7792: Woman has nighttime sighting from truck | Class B | Gulf County 	1998-01-31T12:00:00Z	-85.0681	29.8398	7792	B	12045	Gulf	FL
Report 8561: Husband and wife hear early morning vocalizations near back of Myakka State Park | Class B | Sarasota County 	2004-08-05T12:00:00Z	-82.20475	27.1788	8561	B	12115	Sarasota	FL
Report 8935: Various occurences between Lake Kissimmee and Tiger Lake that may be BF-related | Class B | Osceola County 	1985-11-15T12:00:00Z	-81.30249000000001	27.84434	8935	B	12105	Polk	FL
Report 9885: Possible vocalization east of Ft.Myers | Class B | Lee County 	2004-12-04T12:00:00Z	-81.6143	26.6878	9885	B	12071	Lee	FL
Report 10192: Possible vocalizations and tracks found by hunter on state land near Jay | Class B | Santa Rosa County 	2006-06-11T12:00:00Z	-87.00008	31.00009	10192	B	01053	Escambia	AL
Report 11387: Screams Heard While Camping in the Ocala National Forest | Class B | Marion County 	1994-03-01T12:00:00Z	-81.89449999999999	29.0765	11387	B	12083	Marion	FL
Report 12068: Possible intimidation behavior experienced while shining for alligators in Ormond Beach | Class B | Volusia County 	2005-05-24T12:00:00Z	-81.08198	29.29063	12068	B	12127	Volusia	FL
Report 12351: Possible vocalizations heard by residents outside Elkton | Class B | St. Johns County 	2005-08-19T12:00:00Z	-81.45421	29.7788	12351	B	12109	St. Johns	FL
Report 12628: Possible sighting in woods separating farms west of Tarrytown | Class B | Sumter County 	1990-06-01T12:00:00Z	-82.05500000000001	28.555	12628	B	12119	Sumter	FL
Report 12903: Stalking in swamp during Florida BFRO expedition | Class B | Lake County 	2005-02-11T12:00:00Z	-81.4692	29.04865	12903	B	12069	Lake	FL
Report 13048: Scream Heard in a Cypress Swamp outside Ft. Myers | Class B | Lee County 	1982-09-01T12:00:00Z	-81.6455	26.529	13048	B	12071	Lee	FL
Report 13313: Possible vocalizations heard by four-wheelers near Southport | Class B | Bay County 	2000-10-14T12:00:00Z	-85.64108	30.28881	13313	B	12005	Bay	FL
Report 13889: Man describes incidents in teen years in swamp area outside Naples | Class B | Collier County 	2007-07-15T12:00:00Z	-81.71505000000001	26.09729	13889	B	12021	Collier	FL
Report 13961: Possible stalking of boar hunters at night outside Okeechobee | Class B | Okeechobee County 	2003-08-15T12:00:00Z	-80.96514999999999	27.35644	13961	B	12093	Okeechobee	FL
Report 13976: Possible tracks and sounds outside a home near Lady Lake | Class B | Lake County 	1980-02-01T12:00:00Z	-81.898	28.917	13976	B	12069	Lake	FL
Report 14100: Knocks heard in the Ocala National Forest  | Class B | Lake County 	2006-03-11T12:00:00Z	-81.649	28.966	14100	B	12069	Lake	FL
Report 14181: Hunter hears vocalizations, relates other experiences in vicinity. | Class B | Holmes County 	2006-03-16T12:00:00Z	-85.97701000000001	30.993	14181	B	12059	Holmes	FL
Report 14271: Possible tracks noticed by hunters in the Everglades outside Everglades City | Class B | Collier County 	1975-09-01T12:00:00Z	-81.36150000000001	26.0645	14271	B	12021	Collier	FL
Report 14719: Surveyor describes possible stick formations in woods near Jacksonville | Class B | Duval County 	2006-09-05T12:00:00Z	-81.49433000000001	30.2637	14719	B	12031	Duval	FL
Report 15310: Possible daylight sighting by fisherman near Bartow | Class B | Polk County 	1995-05-01T12:00:00Z	-81.8995	27.8565	15310	B	12105	Polk	FL
Report 15318: Possible vocalizations noted by fishermen at night off of SR 41 | Class B | Collier County 	1997-10-01T12:00:00Z	-81.1498	25.86895	15318	B	12021	Collier	FL
Report 15694: Possible daytime sighting by motorist on FL Turnpike outside Orlando (near Ocoee exit) | Class B | Orange County 	2006-09-02T12:00:00Z	-81.5545	28.5465	15694	B	12095	Orange	FL
Report 16347: Possible mid-day sighting by motorist on I-75  (Alligator Alley) in the Everglades | Class B | Collier County 	2006-10-09T12:00:00Z	-80.98849	26.16989999999999	16347	B	12021	Collier	FL
Report 16823: Family describes repeated incidents on their property near Lake Wales. | Class B | Polk County 	2006-12-01T12:00:00Z	-81.58581	27.9013	16823	B	12105	Polk	FL
Report 17011: Man describes teenage incident -- possible intimidation approach at 2 AM  in Coral Springs, at the edge of the Everglades. | Class B | Broward County 	2007-04-19T12:00:00Z	-80.27977	26.28516	17011	B	12011	Broward	FL
Report 17043: Possible daylight sighting by motorist on I-75 between Sarasota & Bradenton | Class B | Manatee County 	2006-11-26T12:00:00Z	-82.39100000000001	27.445	17043	B	12081	Manatee	FL
Report 18349: Possible Knocks and a Vocalization Heard by Two Witnesses Near Middleburg | Class B | Clay County 	2007-03-23T12:00:00Z	-81.89438	30.10534	18349	B	12019	Clay	FL
Report 18395: Possible sighting by motorist near the Four Corners phosphate mine | Class B | Hillsborough County 	1996-05-01T12:00:00Z	-82.124	27.928	18395	B	12057	Hillsborough	FL
Report 18737: Campers report possible vocalization and footprint in Big Cypress National Preserve | Class B | Collier County 	2005-04-09T12:00:00Z	-81.35599999999999	25.953	18737	B	12021	Collier	FL
Report 19232: Motorist spots a tall unknown figure crossing Walter Boardman Loop | Class B | Volusia County 	2007-05-19T12:00:00Z	-81.0834	29.3396	19232	B	12127	Volusia	FL
Report 19354: Woman recalls childhood incident -- red eyes looking into window near Withlacoochee River. | Class B | Marion County 	1993-07-01T12:00:00Z	-81.78879000000001	28.99487	19354	B	12083	Marion	FL
Report 20333: Possible Nighttime Encounter by Girls on Horseback north of Ft. Myers | Class B | Lee County 	1983-07-01T12:00:00Z	-81.8539	26.7621	20333	B	12071	Lee	FL
Report 20420: Possible nightime encounter near Lake Trafford | Class B | Collier County 	1987-06-01T12:00:00Z	-81.2521	26.283	20420	B	12051	Hendry	FL
Report 20981: Two Fishermen describe a possible bluff charge outside Wellborn | Class B | Suwannee County 	1994-06-15T12:00:00Z	-82.87125	30.26682	20981	B	12121	Suwannee	FL
Report 21254: 78 year-old life-long woodsman finds tracks along the Apalachicola River | Class B | Liberty County 	1995-12-15T12:00:00Z	-85.11039	30.08341	21254	B	12077	Liberty	FL
Report 21849: Teen Hears Possible Howls and Growls near Middleburg | Class B | Clay County 	2007-10-15T12:00:00Z	-81.90182	30.03042	21849	B	12019	Clay	FL
Report 21979: Rural resident hears knocks, howls & finds a footprint near Wellborn | Class B | Suwannee County 	2007-11-10T12:00:00Z	-82.8436	30.31709	21979	B	12121	Suwannee	FL
Report 22074: Possible early morning encounter by hunters in the Green Swamp | Class B | Hernando County 	2005-09-01T12:00:00Z	-82.11083000000001	28.54028	22074	B	12053	Hernando	FL
Report 22156: More Tracks Found in the Big Cypress Region (w/photos) | Class B | Collier County 	2007-12-09T12:00:00Z	-81.303	25.901	22156	B	12021	Collier	FL
Report 22358: Hiker Discovers Possible Bigfoot Scat in Rock Springs State Park | Class B | Lake County 	2007-03-15T12:00:00Z	-81.45354	28.80455	22358	B	12069	Lake	FL
Report 23399: Possible night-time visit at campsite near Esto | Class B | Holmes County 	2005-03-13T12:00:00Z	-85.685	30.79	23399	B	12059	Holmes	FL
Report 23498: Bow hunter describes possible tracks, sounds and scat north of Lake Butler | Class B | Union County 	1986-11-15T12:00:00Z	-82.38086	30.07067	23498	B	12125	Union	FL
Report 24134: Homeowner hears possible howls east of Winter Springs | Class B | Seminole County 	2008-06-30T12:00:00Z	-81.14076	28.63434	24134	B	12117	Seminole	FL
Report 24241: Family has a strange and terrifying encounter while fishing in the Everglades National Park | Class B | Monroe County 	1975-06-18T12:00:00Z	-80.87379	25.19935	24241	B	12087	Monroe	FL
Report 24441: Man recounts his possible daytime sighting while bowhunting near Crestview | Class B | Okaloosa County 	1993-10-15T12:00:00Z	-86.68371999999999	30.90529	24441	B	12091	Okaloosa	FL
Report 24619: Teen hears possible knocks and vocalizations in woods across from his house outside Middleburg | Class B | Clay County 	2008-09-04T12:00:00Z	-81.93470000000001	30.0461	24619	B	12019	Clay	FL
Report 24893: Possible sightings and strange incidents experienced by family at their rural home east of Gainesville | Class B | Putnam County 	2008-10-10T12:00:00Z	-82.05391	29.56871	24893	B	12107	Putnam	FL
Report 25037: Kayaker experiences frightening incidents while traveling down Yellow River | Class B | Okaloosa County 	2008-11-11T12:00:00Z	-86.65000000000001	30.75	25037	B	12091	Okaloosa	FL
Report 25577: Kayaker smells a terrible odor and then sees a hair-covered figure on the Econlockhatchee River | Class B | Orange County 	2003-03-15T12:00:00Z	-81.11927	28.48106	25577	B	12095	Orange	FL
Report 25979: Man finds possible footprint outside Palatka | Class B | Putnam County 	2009-05-17T12:00:00Z	-81.8592	29.77291	25979	B	12107	Putnam	FL
Report 26271: Hunter tells of possible encounters while in the DuPuis Reserve east of Lake Okeechobee | Class B | Martin County 	1998-11-22T12:00:00Z	-80.48412	26.91319	26271	B	12099	Palm Beach	FL
Report 26276: Man growing up near Taylor recalls several incidents | Class B | Baker County 	2006-04-12T12:00:00Z	-82.28943	30.43412	26276	B	12003	Baker	FL
Report 26393: Man experiences loud yells and tree-shaking while deer hunting near Ashville | Class B | Jefferson County 	2006-11-20T12:00:00Z	-83.649	30.59612	26393	B	12065	Jefferson	FL
Report 26577: Brief daylight sighting of a small primate type creature in a pine forest near Jacksonville | Class B | Duval County 	2009-06-18T12:00:00Z	-81.89919999999999	30.25389	26577	B	12031	Duval	FL
Report 26947: Hunter and daughter hear chatter and find possible tracks near Escambia River | Class B | Escambia County 	2009-11-21T12:00:00Z	-87.265	30.9725	26947	B	12033	Escambia	FL
Report 27145: Bow hunter hears possible vocalizations in the Camp Blanding Wildlife Management Area | Class B | Clay County 	2009-12-14T12:00:00Z	-82.0125	29.95301	27145	B	12019	Clay	FL
Report 27587: Couple hears an unusual scream while camping overnight on the Peace River | Class B | Charlotte County 	2005-10-20T12:00:00Z	-81.99105	27.07842	27587	B	12027	DeSoto	FL
Report 27778: Possible late night campsite intrusion in the Ocala National Forest | Class B | Lake County 	1974-12-20T12:00:00Z	-81.80539	29.22079	27778	B	12083	Marion	FL
Report 28263: Man recalls his terrifying encounter near the Econfino State Park while camping with his family | Class B | Taylor County 	1981-11-21T12:00:00Z	-83.89288999999999	30.11597	28263	B	12123	Taylor	FL
Report 28450: Possible footprint found and vocalizations heard in the Flying Eagle Wildlife Management Area | Class B | Citrus County 	2010-10-31T12:00:00Z	-82.20726000000001	28.84542	28450	B	12119	Sumter	FL
Report 28678: Man recalls a possible up-close nighttime encounter on Gilchrist Island | Class B | Citrus County 	1961-03-18T12:00:00Z	-82.34611	28.90854	28678	B	12017	Citrus	FL
Report 29371: Man camping with daughter hears unusual howls near the Oklawaha River | Class B | Marion County 	2007-11-24T12:00:00Z	-82.92592	29.28942	29371	B	12075	Levy	FL
Report 31122: Fishermen have possible late afternoon encounter on Black Creek | Class B | Clay County 	2011-11-20T12:00:00Z	-81.7624	30.0809	31122	B	12019	Clay	FL
Report 31153: Ongoing activity on a family farm near Paisley | Class B | Lake County 	2011-07-04T12:00:00Z	-81.43248	28.98491	31153	B	12069	Lake	FL
Report 31680: Late night fishermen are intimidated at Bulow Creek State Park | Class B | Volusia County 	2007-10-23T12:00:00Z	-81.12166999999999	29.4076	31680	B	12127	Volusia	FL
Report 31933: Hunter experiences dusk encounters in Goethe State Forest  | Class B | Levy County 	2012-01-08T12:00:00Z	-82.61581	29.32605	31933	B	12075	Levy	FL
Report 32227: Man describes possible encounters off Route 41 near Ochopee | Class B | Collier County 	2009-08-16T12:00:00Z	-81.69244999999999	26.1875	32227	B	12021	Collier	FL
Report 32302: Memory told of a possible dusk sighting at a hunting camp near Greenville | Class B | Madison County 	1989-12-15T12:00:00Z	-83.48493999999999	30.55044	32302	B	12079	Madison	FL
Report 32308: Possible nighttime encounter experienced by campers in the West Tract of the Green Swamp Preserve | Class B | Pasco County 	2011-12-12T12:00:00Z	-82.11937	28.36168	32308	B	12101	Pasco	FL
Report 33784: Car pulling camper hits something on US 129 South of Live Oak | Class B | Suwannee County 	2000-07-15T12:00:00Z	-82.96643	30.13156	33784	B	12121	Suwannee	FL
Report 34426: Possible evidence of activity found at Bulow Creek State Park | Class B | Flagler County 	2011-12-05T12:00:00Z	-81.13924	29.41889	34426	B	12127	Volusia	FL
Report 35218: Possible incidents at Bear Island Campground in Big Cypress National Preserve | Class B | Collier County 	2012-03-11T12:00:00Z	-81.3215	25.889	35218	B	12021	Collier	FL
Report 35330: Fish stolen from a boat, possible knocks and vocalizations near Punta Gorda | Class B | Charlotte County 	2012-05-07T12:00:00Z	-81.96517	26.91675	35330	B	12015	Charlotte	FL
Report 35474: Bowhunter hears a massive crash and possible screams in the Ocala National Forest | Class B | Marion County 	2011-09-18T12:00:00Z	-81.78307	29.47529	35474	B	12083	Marion	FL
Report 35574: Possible sighting and footprints found by father and son while setting turtle lines outside Deltona | Class B | Volusia County 	2012-05-28T12:00:00Z	-81.32393999999999	28.91604999999999	35574	B	12127	Volusia	FL
Report 35769: Possible sighting at dawn near road kill on US-192 east of Holopaw | Class B | Osceola County 	2011-08-26T12:00:00Z	-81.00677	28.13136	35769	B	12097	Osceola	FL
Report 35940: Possible early moming sighting from second story apartment in Atlantic Beach | Class B | Duval County 	2012-07-06T12:00:00Z	-81.41444	30.36186	35940	B	12031	Duval	FL
Report 36112: Possible nighttime sighting brings about ongoing investigation of several Cassadaga incidents and legend of the "Mole Man" | Class B | Volusia County 	2012-07-27T12:00:00Z	-81.23386000000001	28.97672	36112	B	12127	Volusia	FL
Report 36634: Motorist passes a crouching figure outside Chiefland | Class B | Levy County 	2012-09-29T12:00:00Z	-82.71979	29.4694	36634	B	12075	Levy	FL
Report 36682: Woman finds possible footprints during morning bike ride in San Felasco Preserve northwest of Gainesville | Class B | Alachua County 	2012-10-09T12:00:00Z	-82.44074999999999	29.74815	36682	B	12001	Alachua	FL
Report 36710: Small school group observe man-like figure on two separate nights east of Orlando | Class B | Orange County 	2012-10-19T12:00:00Z	-81.03185000000001	28.56308	36710	B	12095	Orange	FL
Report 36826: Car passenger spots a large brown figure at the St. John's River near Christmas | Class B | Orange County 	2012-10-27T12:00:00Z	-80.94410999999999	28.54293	36826	B	12095	Orange	FL
Report 36915: Possible daytime encounter by a father and son hunting in the Richloam Wildlife Management Area | Class B | Sumter County 	2012-11-11T12:00:00Z	-82.04508	28.45786	36915	B	12119	Sumter	FL
Report 38104: Possible early morning encounter by a hog hunter in his truck near Jupiter | Class B | Martin County 	2012-12-05T12:00:00Z	-80.31353	26.9807	38104	B	12085	Martin	FL
Report 38893: Driver spots a tall biped crossing the road just west of Miami | Class B | Dade County 	2010-11-10T12:00:00Z	-80.48021	25.73951	38893	B	12086	Miami-Dade	FL
Report 38923: Possible nighttime activity in the retirement community The Villages | Class B | Sumter County 	2013-12-13T12:00:00Z	-81.97548999999999	28.94296	38923	B	12119	Sumter	FL
Report 39014: Passenger on I-75 spots a large animal near Myakka State Park | Class B | Sarasota County 	2012-12-25T12:00:00Z	-82.30699	27.10589	39014	B	12115	Sarasota	FL
Report 39338: Possible daylight sighting while riding a dirt bike outside Poinciana | Class B | Osceola County 	2013-01-22T12:00:00Z	-81.35342	28.11468	39338	B	12097	Osceola	FL
Report 39382: Frightening encounter experienced on family property outside Naples | Class B | Collier County 	2010-04-15T12:00:00Z	-81.64948	26.03808	39382	B	12021	Collier	FL
Report 40019: Possible daylight encounter after after initiating calls in Twelve Mile Swamp | Class B | St. Johns County 	2013-02-23T12:00:00Z	-81.40479999999999	29.96828	40019	B	12109	St. Johns	FL
Report 40564: Brothers see large upright creature while driving one evening south of Crestview | Class B | Okaloosa County 	2013-03-22T12:00:00Z	-86.54302	30.62555	40564	B	12091	Okaloosa	FL
Report 40584: Possible rural encounters experienced by a young man growing up outside Okeechobee | Class B | Okeechobee County 	2009-05-01T12:00:00Z	-81.03941	27.34928	40584	B	12055	Highlands	FL
Report 40901: More possible activity from the "Mole Man" at Lake Helen | Class B | Volusia County 	2013-02-24T12:00:00Z	-81.21989000000001	28.96416	40901	B	12127	Volusia	FL
Report 41265: Possible sighitng at dusk by father and daughter riding an ATV near Bartow | Class B | Polk County 	2013-05-16T12:00:00Z	-81.87347	27.93531	41265	B	12105	Polk	FL
Report 41275: Possible nighttime road crossing on HWY 528 outside Orlando | Class B | Orange County 	2013-05-23T12:00:00Z	-81.01299	28.45247	41275	B	12095	Orange	FL
Report 41309: Possible daylight sighting by a bicyclist on the General James A. Van Fleet State Trail | Class B | Polk County 	2013-04-29T12:00:00Z	-81.95499	28.525	41309	B	12119	Sumter	FL
Report 42134: Seasoned hunter hears unknown screams from his stand near Holopaw | Class B | Osceola County 	2012-11-18T12:00:00Z	-81.02086	28.12565	42134	B	12097	Osceola	FL
Report 42293: Possible nighttime sighting while standing with friends outside a rural home near Wesley Chapel | Class B | Pasco County 	2010-12-24T12:00:00Z	-82.35606	28.29324	42293	B	12101	Pasco	FL
Report 42885: Possible daytime highway crossing on US-90 outside Caryville | Class B | Washington County 	2003-10-15T12:00:00Z	-85.4937	30.46805	42885	B	12133	Washington	FL
Report 43381: Driver sees a large animal possibly stalking wild boar outside Bushnell | Class B | Sumter County 	2012-10-15T12:00:00Z	-81.7089	28.69205	43381	B	12069	Lake	FL
Report 45551: Recollection of setting up camp and observing a tall bi-pedal animal running near Palm Beach Gardens | Class B | Palm Beach County 	1974-07-19T12:00:00Z	-80.18501000000001	26.83656	45551	B	12099	Palm Beach	FL
Report 45883: Two deputy sheriffs report hearing possible vocalizations while hog hunting near Poinciana | Class B | Polk County 	2013-04-13T12:00:00Z	-81.51358999999999	28.05144	45883	B	12105	Polk	FL
Report 1865: Loud howling vocalizations heard by residents near Lake Alatoona | Class B | Cobb County 	1999-05-08T12:00:00Z	-84.68864000000001	34.0474	1865	B	13067	Cobb	GA
Report 2093: Resident near Red Top Mountain State Park hears loud characteristic scream while working outside.  | Class B | Bartow County 	1999-05-20T12:00:00Z	-84.7038	34.1226	2093	B	13015	Bartow	GA
Report 2094: Second report of scream by resident near Red Top Mountain State Park | Class B | Bartow County 	1999-06-16T12:00:00Z	-84.69710000000001	34.1088	2094	B	13015	Bartow	GA
Report 2100: Witness recounts he and his friend's encounters with a strange creature along with strange sounds and footprint finds | Class B | Gwinnett County 	1974-04-30T12:00:00Z	-84.20175	33.97005	2100	B	13135	Gwinnett	GA
Report 2278: Hunting party shadowed by footsteps after loud vocalization heard from treeline | Class B | Sumter County 	1986-06-15T12:00:00Z	-84.43483999999999	32.0321	2278	B	13261	Sumter	GA
Report 2589: Couple hear loud, reverberating screams, witness a large, bulky man-like figure in the moonlight near Pidgeon Mountain | Class B | Walker County 	1998-08-04T12:00:00Z	-85.4034	34.66005	2589	B	13295	Walker	GA
Report 3094: Teenager hears vocalization and has encounter with smelly creature outside window | Class B | Cherokee County 	1987-09-01T12:00:00Z	-84.57616	34.36725	3094	B	13057	Cherokee	GA
Report 4109: Night time harassment of Army patrol on the west edge of Ft. Stewart, 5 miles NE of Glennville | Class B | Tattnall County 	1995-06-15T12:00:00Z	-81.88995	31.9621	4109	B	13267	Tattnall	GA
Report 4236: Man recalls a possible encounter as a teen at Fort Gordon | Class B | Richmond County 	1965-06-15T12:00:00Z	-82.13665	33.4119	4236	B	13245	Richmond	GA
Report 7004: Possible vocalizations, etc., heard near Canton | Class B | Cherokee County 	2003-10-02T12:00:00Z	-84.50055	34.1962	7004	B	13057	Cherokee	GA
Report 7088: Deer hunter hears strange screams and possible stalking near Pigeon Mountain | Class B | Walker County 	2003-10-07T12:00:00Z	-85.3297	34.77525	7088	B	13295	Walker	GA
Report 7356: Two servicemen from Hunter Army Airfield describe tent stalking incident on uninhabited Little Tybee Island | Class B | Chatham County 	1976-01-02T12:00:00Z	-80.89485000000001	31.98125	7356	B	13051	Chatham	GA
Report 7464: Deer hunter describes possible stalking on Pigeon Mountain. | Class B | Walker County 	1974-11-01T12:00:00Z	-85.39171	34.66029	7464	B	13295	Walker	GA
Report 7575: Military man and wife experience loud howling and shaking of mobile home near the Ohoopee River  | Class B | Emanuel County 	1982-11-23T12:00:00Z	-82.24639999999999	32.34705	7575	B	13107	Emanuel	GA
Report 8880: Possible vocalization and camp stalking in Raven Cliffs Wilderness Area | Class B | White County 	2005-06-15T12:00:00Z	-83.8329	34.7064	8880	B	13311	White	GA
Report 9001: Possible howls heard near Thomaston | Class B | Upson County 	2004-07-15T12:00:00Z	-84.25754999999999	32.80865	9001	B	13293	Upson	GA
Report 11030: Cavers hears possilble vocalization on Pigeon Mountain | Class B | Walker County 	2007-01-16T12:00:00Z	-85.34144999999999	34.69895	11030	B	13295	Walker	GA
Report 13178: Vacationer hears possible vocalizations late at night southeast of Helen | Class B | White County 	2005-11-25T12:00:00Z	-83.76585	34.66255	13178	B	13311	White	GA
Report 14887: Possible sighting, vocalizations, stalking, etc., near Sweetwater Creek | Class B | Paulding County 	2006-07-05T12:00:00Z	-84.80283	33.81283	14887	B	13223	Paulding	GA
Report 15329: Man describes his father's sighting near Lakeland | Class B | Lanier County 	2006-07-26T12:00:00Z	-83.07575	31.0614	15329	B	13173	Lanier	GA
Report 17249: Possible vocalizations and an approach to a residence outside Gainesville | Class B | Hall County 	2006-12-31T12:00:00Z	-83.77231999999999	34.37537	17249	B	13139	Hall	GA
Report 17308: Possible stalking of hunters on the AL state line near Cedartown GA | Class B | Polk County 	1984-10-01T12:00:00Z	-85.3582	33.9844	17308	B	13233	Polk	GA
Report 17477: Witness and family hear Mississippi type howl from wooded area near home | Class B | Atkinson County 	2003-08-12T12:00:00Z	-82.77173000000001	31.2137	17477	B	13003	Atkinson	GA
Report 17957: Mother and son experience multiple incidents in the Sautee-Nacoochee Valley | Class B | Habersham County 	2007-02-15T12:00:00Z	-83.62215	34.71425	17957	B	13137	Habersham	GA
Report 18001: Possible vocalizations near Plunketts Road outside Buford | Class B | Gwinnett County 	1999-08-13T12:00:00Z	-83.59509	34.4447	18001	B	13011	Banks	GA
